도서관명,행정구역,주소
서울특별시교육청용산도서관,서울특별시 용산구,서울특별시 용산구 두텁바위로 160 (후암동)
서울특별시교육청정독도서관,서울특별시 종로구,서울특별시 종로구 북촌로5길 48 (화동)
서울특별시교육청종로도서관,서울특별시 종로구,서울특별시 종로구 사직로9길 15-14 (사직동)
서이도서관,서울특별시 서초구,서울특별시 서초구 서초대로70길 51 (서초동)
서초구립내곡도서관,서울특별시 서초구,서울특별시 서초구 청계산로7길 9-20 (신원동)
서초구립반포도서관,서울특별시 서초구,서울특별시 서초구 고무래로 34 (반포동)
서초구립양재도서관,서울특별시 서초구,서울특별시 서초구 양재천로 33 (양재동)
서초그림책도서관,서울특별시 서초구,서울특별시 서초구 명달로 150 (서초동)
서초청소년도서관,서울특별시 서초구,서울특별시 서초구 효령로77길 37 (서초동)
석관동미리내도서관,서울특별시 성북구,서울특별시 성북구 한천로66길 203 (석관동)
선유도서관,서울특별시 영등포구,서울특별시 영등포구 선유로43가길 10-8 (양평동3가)
성동구립금호도서관,서울특별시 성동구,서울특별시 성동구 금호동1가
성동구립도서관,서울특별시 성동구,서울특별시 성동구 고산자로10길
성동구립무지개도서관,서울특별시 성동구,서울특별시 성동구 고산자로 270 (행당동)
성동구립성수도서관,서울특별시 성동구,서울특별시 성동구 뚝섬로1길 43 (성수동1가)
성동구립숲속도서관,서울특별시 성동구,서울특별시 성동구 매봉길 49-29 (옥수동)
성동구립용답도서관,서울특별시 성동구,서울특별시 성동구 용답중앙3길 10 (용답동)
성동구립청계도서관,서울특별시 성동구,서울특별시 성동구 마장로 141 (상왕십리동)
성북구립 청수도서관,서울특별시 성북구,서울특별시 성북구 보국문로16가길
성북길빛도서관,서울특별시 성북구,서울특별시 성북구 숭인로8길 52 (길음동)
성북정보도서관,서울특별시 성북구,서울특별시 성북구
성현동작은도서관,서울특별시 관악구,서울특별시 관악구 관악로37길 56 (봉천동)
소나무언덕2호작은도서관,서울특별시 송파구,서울 송파구 석촌호수로 155
소나무언덕3호 작은도서관,서울특별시 송파구,서울 송파구 마천1동
소나무언덕잠실본동도서관,서울특별시 송파구,서울특별시 송파구 탄천동로 205 (잠실동)
손기정어린이도서관,서울특별시 중구,서울특별시 중구 손기정로 101-1 (만리동2가)
솔샘문화정보도서관,서울특별시 강북구,서울특별시 강북구 솔샘로
송중문화정보도서관,서울특별시 강북구,서울특별시 강북구 도봉로20나길 6 (미아동)
송파글마루도서관,서울특별시 송파구,서울특별시 송파구 충민로 120 (장지동)
송파어린이도서관,서울특별시 송파구,서울 송파구 잠실동
송파어린이영어작은도서관,서울특별시 송파구,서울특별시 송파구 오금로 1 (신천동)
송파위례도서관,서울특별시 송파구,서울특별시 송파구 위례광장로 210 (장지동)
수유문화정보도서관,서울특별시 강북구,서울 강북구 수유1동
신월음악도서관,서울특별시 양천구,서울특별시 양천구 오목로5길
쌍문채움도서관,서울특별시 도봉구,서울특별시 도봉구 우이천로 340 (쌍문동)
아름꿈 도서관,서울특별시 종로구,서울특별시 종로구 종로58가길
아리랑도서관,서울특별시 성북구,서울특별시 성북구 아리랑로 82 (돈암동)
아리랑어린이도서관,서울특별시 성북구,"서울특별시 성북구 아리랑로 75 (돈암동, 돈암코오롱하늘채)"
약수도서관,서울특별시 동작구,서울특별시 동작구 양녕로22바길 64 (상도동)
양원숲속도서관,서울특별시 중랑구,서울특별시 중랑구 송림길 172 (망우동)
양천구 영어특성화도서관,서울특별시 양천구,서울특별시 양천구 목동동로 81 (신정동)
어린이청소년국학도서관,서울특별시 종로구,서울특별시 종로구 명륜길 26 (명륜3가)
어울림도서관,서울특별시 중구,서울특별시 중구 다산로38길 66-35 (신당동)
여의샛강마을도서관,서울특별시 영등포구,서울특별시 영등포구 여의대로
역삼도서관,서울특별시 강남구,서울특별시 강남구 역삼로7길 16 (역삼동)
용산 꿈나무도서관,서울특별시 용산구,서울특별시 용산구 백범로 329 (원효로1가)
월계문화정보도서관,서울특별시 노원구,서울특별시 노원구 월계로 319 (월계동)
월계어린이도서관,서울특별시 노원구,서울특별시 노원구 월계로42길 9 (월계동)
월곡꿈그림도서관,서울특별시 성북구,서울특별시 성북구 화랑로13길 17 (하월곡동)
은뜨락도서관,서울특별시 은평구,"서울특별시 은평구 통일로 972 (진관동, 은뜨락)"
은천동작은도서관,서울특별시 관악구,서울특별시 관악구 봉천로33나길 30 (봉천동)
은평구립도서관,서울특별시 은평구,서울특별시 은평구 통일로78가길 13-84(불광동)
응암정보도서관,서울특별시 은평구,서울특별시 은평구 가좌로7길 15 (응암동)
자양제4동도서관,서울특별시 광진구,서울특별시 광진구 뚝섬로26길 58 (자양동)
자양한강도서관,서울특별시 광진구,서울특별시 광진구 뚝섬로52길 66 (자양동)
잠원도서관,서울특별시 서초구,서울특별시 서초구 나루터로 38 (잠원동)
장위행복누림도서관,서울특별시 성북구,서울특별시 성북구 장위로21다길 53 (장위동)
정다운도서관,서울특별시 강남구,서울특별시 강남구 학동로67길
정릉도서관,서울특별시 성북구,서울특별시 성북구 정릉로 242 (정릉동)
조원도서관,서울특별시 관악구,서울특별시 관악구 조원로12길 25 (신림동)
종암동새날도서관,서울특별시 성북구,서울 성북구 종암로 98-8
중곡문화체육센터도서관,서울특별시 광진구,서울특별시 광진구 능동로 433 (중곡동)
중랑구립면목정보도서관,서울특별시 중랑구,서울특별시 중랑구 면목로 397 (면목동)
중랑구립정보도서관,서울특별시 중랑구,서울특별시 중랑구 신내로15길 197 (묵동)
중랑상봉도서관,서울특별시 중랑구,서울특별시 중랑구 동일로114길 10 (상봉동)
중랑숲어린이도서관,서울특별시 중랑구,서울특별시 중랑구
즐거운도서관,서울특별시 강남구,"서울특별시 강남구 도곡로77길 23, 4층 (대치동)"
지샘터 올림픽공원도서관,서울특별시 송파구,서울특별시 송파구 올림픽로
청담도서관,서울특별시 강남구,서울특별시 강남구 압구정로79길 26 (청담동)
청운문학도서관,서울특별시 종로구,서울특별시 종로구
청파도서관,서울특별시 용산구,서울특별시 용산구 청파로93길
하늘도서관,서울특별시 구로구,서울특별시 구로구 구로동로13길 68 (구로동)
학마을도서관,서울특별시 도봉구,서울특별시 도봉구 시루봉로 128 (방학동)
한국학생도서관,서울특별시 중구,서울특별시 중구 동호로27길
한내지혜의 숲 도서관,서울특별시 노원구,서울특별시 노원구 마들로 86 (월계동)
해맞이역사도서관,서울특별시 양천구,서울특별시 양천구 지양로 37 (신월동)
해오름도서관,서울특별시 성북구,서울 성북구 돈암동
행복한도서관,서울특별시 강남구,서울특별시 강남구 영동대로65길 24 (대치동)
향기나무도서관,서울특별시 노원구,"서울특별시 노원구 노원로 331 (중계동, 시영3단지목련아파트)"
화랑도서관,서울특별시 노원구,서울특별시 노원구 노원로1나길 10 (공릉동)
휘경어린이도서관,서울특별시 동대문구,서울특별시 동대문구 망우로18가길 38
동녘도서관,제주특별자치도 제주시,제주특별자치도 제주시 구좌읍 일주동로 3148
서귀포기적의도서관,제주특별자치도 서귀포시,제주특별자치도 서귀포시 일주동로 8593 (동홍동)
서귀포도서관,제주특별자치도 서귀포시,제주특별자치도 서귀포시 중앙로150번길 4-1 (동홍동)
서귀포시동부도서관,제주특별자치도 서귀포시,제주특별자치도 서귀포시 일주동로 8232 (신효동)
서귀포시삼매봉도서관,제주특별자치도 서귀포시,제주특별자치도 서귀포시 남성중로153번길
서귀포시서부도서관,제주특별자치도 서귀포시,제주특별자치도 서귀포시 중문관광로 346 (중문동)
서귀포시중앙도서관,제주특별자치도 서귀포시,제주특별자치도 서귀포시 김정문화로
성산일출도서관,제주특별자치도 서귀포시,제주특별자치도 서귀포시 성산읍 고성오조로 133
송악도서관,제주특별자치도 서귀포시,제주특별자치도 서귀포시 동일하모로149번길
안덕산방도서관,제주특별자치도 서귀포시,제주특별자치도 서귀포시 화순서서로
애월도서관,제주특별자치도 제주시,제주특별자치도 제주시 애월읍 일주서로 6339
제남도서관,제주특별자치도 서귀포시,제주특별자치도 서귀포시 남원체육관로
제주꿈바당어린이도서관,제주특별자치도 제주시,제주특별자치도 제주시 연오로 140 (연동)
제주도서관,제주특별자치도 제주시,제주특별자치도 제주시 연삼로 489 (이도이동)
제주시기적의도서관,제주특별자치도 제주시,제주특별자치도 제주시 동광로12길
제주시우당도서관,제주특별자치도 제주시,제주특별자치도 제주시 사라봉동길
제주특별자치도 한라도서관,제주특별자치도 제주시,제주특별자치도 제주시 오남로 221 (오라이동)
조천읍도서관,제주특별자치도 제주시,제주특별자치도 제주시 조천읍 일주동로 1189
탐라도서관,제주특별자치도 제주시,제주특별자치도 제주시 정원로 50 (노형동)
표선도서관,제주특별자치도 서귀포시,제주특별자치도 서귀포시 표선백사로110번길
한경도서관,제주특별자치도 제주시,제주특별자치도 제주시 한경면 신한로 13
한수풀도서관,제주특별자치도 제주시,제주특별자치도 제주시 한림상로
